P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
HD 217850 b,3,6865.0849,-826.35281,826.35281,,,,2018,27-09-2018,3501.3,-2.1,2.1,4.56,-0.24,0.24,0.7621,-0.0019,0.0019,,,,165.95,-0.22,0.22,2464048.4,-3.9,3.9,69.2,,,,,,,,Radial Velocity,,,,,HD 217850,345.65277,58.875927,8.52,65.9,-0.87,0.87,0.26,,,1.03,-0.16,0.16,1.21,-0.06,0.06,G8 V,7.59,-1.29,1.29,5544,,,,,,"HD 217850, HIP 113789",,,,,0.20421175,5.8842158,1.084824,8.035176,4.9806821,0.092047096,0.019193823,1.0530129,120.44494,94.827714,258.0794,Jovian,1.21,G,23.043519,23 02 36.6694,+58 52 33.3372,1.239231,0.84704993,2.0090259,1.0729005,1.9047388,1.1347795,1.9047388,1.0357129,1.9047388,3.0056604,1.3705801,0.5064589,0,0,Cold,0,0.16102601,Cassiopeia,Cas,Cassiopeia,12.025735,6865.0849,4.56
HD 218566 b,3,63.565601,-19.06968,19.06968,,,,2010,06-09-2018,225.7,-0.4,0.4,0.69,-0.01,0.01,0.3,-0.1,0.1,,,,,,,,,,23.9,,,,,,,,Radial Velocity,,,,,HD 218566,347.29471,-2.260742,8.628,28.85,-0.04,0.04,0.28,,,0.76,-0.32,0.32,0.85,-0.04,0.04,K3 V,,,,4730,-100,100,,,4.46,"HD 218566, HIP 114322",,,,,0.021128493,0.72105,0.483,0.897,0.69800205,0.71343134,0.40270421,1.3889186,230.06965,202.95112,276.57576,Jovian,0.85,K,23.152982,23 09 10.7343,-02 15 38.6712,0.32401944,0.45124177,1.1033587,0.57156672,1.0460817,0.60506812,1.0460817,0.55178929,1.0460817,1.5369131,0.30588383,0.42100668,1,1,Warm,0,0.41774789,Pisces,Psc,Fishes,9.3233728,63.565601,0.69
HD 219077 b,3,3302.233,-28.60452,28.60452,,,,2012,14-05-2014,5501,-119,130,6.22,-0.09,0.09,0.77,-0.003,0.003,,,,57.61,-0.42,0.42,2450455.8,-1.4,1.4,213,,,,,,,,Radial Velocity,,,,,HD 219077,348.52744,-62.700005,6.12,29.21,-0.04,0.04,-0.13,-0.01,0.01,1.05,-0.02,0.02,1.91,-0.03,0.03,G8 V,8.9,-0.3,0.3,5362,-18,18,,,4,"HD 219077, HIP 114699",,,,,0.2096571,8.063919,1.4306,11.0094,6.8096518,0.10945391,0.022291296,1.3201588,125.16938,98.441617,273.08727,Jovian,1.91,G,23.235164,23 14 06.5888,-62 42 00.0180,2.7018586,1.2636554,3.0147568,1.6005936,2.8582624,1.6932153,2.8582624,1.5451497,2.8582624,4.4380795,1.0090089,0.52342317,0,0,Cold,0,0.1728231,Tucana,Tuc,Toucan,12.419283,3302.233,6.22
HD 219134 b,3,4.7388155,-0.1906968,0.1906968,1.60303,-0.05605,0.05605,2015,16-03-2017,3.092926,-1.00E-05,1.00E-05,0.03876,-0.00047,0.00047,0,,,85.05,-0.09,0.09,0,,,,,,5.93,0.9245,-0.006,0.006,,,,,Radial Velocity,,,,,HD 219134,348.32074,57.168354,5.57,6.53,0,0,0.11,-0.04,0.04,0.81,-0.03,0.03,0.78,-0.01,0.01,K3 V,11,-2.2,2.2,4699,-16,16,,,4.57,"HD 219134, HIP 114622",1.7193491,2.9561615,1.8441086,1.1503893,0.000698603,0.03876,0.03876,0.03876,0.038760001,176.90174,176.90174,176.90174,929.1331,929.1331,929.1331,Superterran,0.78,K,23.221384,23 13 16.9820,+57 10 06.0744,0.26576613,0.40918621,1.0018862,0.51829711,0.94987666,0.54869647,0.94987666,0.50036298,0.94987666,1.3919178,0.29624476,0.49730019,0,0,Hot,0,0.28190859,Cassiopeia,Cas,Cassiopeia,1.60303,4.7388155,0.03876
HD 219134 c,3,4.3606002,-0.21930132,0.21930132,1.51335,-0.04484,0.04484,2015,16-03-2017,6.76458,-0.00033,0.00033,0.0653,-0.0008,0.0008,0.062,-0.039,0.039,87.28,-0.1,0.1,70,-35,24,,,,10,0.813,-0.025,0.025,,,,,Radial Velocity,,,,,HD 219134,348.32074,57.168354,5.57,6.53,0,0,0.11,-0.04,0.04,0.81,-0.03,0.03,0.78,-0.01,0.01,K3 V,11,-2.2,2.2,4699,-16,16,,,4.57,"HD 219134, HIP 114622",1.6974752,2.8814221,1.9040025,1.2581375,0.001073796,0.065425507,0.0612514,0.0693486,0.065331419,62.446714,55.261699,70.838212,715.66335,694.62589,739.11465,Superterran,0.78,K,23.221384,23 13 16.9820,+57 10 06.0744,0.26576613,0.40918621,1.0018862,0.51829711,0.94987666,0.54869647,0.94987666,0.50036298,0.94987666,1.3919178,0.29624476,0.49730019,0,0,Hot,0,0.30011916,Cassiopeia,Cas,Cassiopeia,1.51335,4.3606002,0.0653
HD 219134 d,3,16.171089,-0.63883429,0.63883429,1.61424,-0.02242,0.02242,2015,16-03-2017,46.859,-0.028,0.028,0.237,-0.003,0.003,0.138,-0.025,0.025,,,,173,-10,10,,,,36.3,,,,,,,,Radial Velocity,,,,,HD 219134,348.32074,57.168354,5.57,6.53,0,0,0.11,-0.04,0.04,0.81,-0.03,0.03,0.78,-0.01,0.01,K3 V,11,-2.2,2.2,4699,-16,16,,,4.57,"HD 219134, HIP 114622",3.1650865,10.017772,6.2058754,3.8444564,0.005543604,0.23925671,0.204294,0.269706,0.23756774,4.7772523,3.6535783,6.3677852,375.29786,352.22852,404.70821,Neptunian,0.78,K,23.221384,23 13 16.9820,+57 10 06.0744,0.26576613,0.40918621,1.0018862,0.51829711,0.94987666,0.54869647,0.94987666,0.50036298,0.94987666,1.3919178,0.29624476,0.49730019,0,0,Hot,0,0.50873659,Cassiopeia,Cas,Cassiopeia,1.61424,16.171089,0.237
HD 219134 f,3,7.3005092,-0.40046328,0.40046328,1.31157,-0.02242,0.02242,2015,16-03-2017,22.717,-0.015,0.015,0.1463,-0.0018,0.0018,0.148,-0.047,0.047,,,,81,-17,17,,,,22.4,,,,,,,,Radial Velocity,,,,,HD 219134,348.32074,57.168354,5.57,6.53,0,0,0.11,-0.04,0.04,0.81,-0.03,0.03,0.78,-0.01,0.01,K3 V,11,-2.2,2.2,4699,-16,16,,,4.57,"HD 219134, HIP 114622",2.3592874,5.5662368,4.2439495,3.2357781,0.002594728,0.14790228,0.1246476,0.1679524,0.14670348,12.555102,9.4216551,17.105343,477.58383,446.3512,518.11702,Superterran,0.78,K,23.221384,23 13 16.9820,+57 10 06.0744,0.26576613,0.40918621,1.0018862,0.51829711,0.94987666,0.54869647,0.94987666,0.50036298,0.94987666,1.3919178,0.29624476,0.49730019,0,0,Hot,0,0.3897355,Cassiopeia,Cas,Cassiopeia,1.31157,7.3005092,0.1463
HD 219134 g,3,10.806152,-1.271312,1.271312,,,,2015,19-11-2015,94.2,-0.2,0.2,0.3753,-0.0004,0.0004,0,,,,,,0,,,2449972,-9,9,57.5,,,,,,,,Radial Velocity,,,,,HD 219134,348.32074,57.168354,5.57,6.53,0,0,0.11,-0.04,0.04,0.81,-0.03,0.03,0.78,-0.01,0.01,K3 V,11,-2.2,2.2,4699,-16,16,,,4.57,"HD 219134, HIP 114622",,,,,0.008903466,0.3753,0.3753,0.3753,0.37530001,1.8868723,1.8868723,1.8868723,298.59363,298.59363,298.59363,Neptunian,0.78,K,23.221384,23 13 16.9820,+57 10 06.0744,0.26576613,0.40918621,1.0018862,0.51829711,0.94987666,0.54869647,0.94987666,0.50036298,0.94987666,1.3919178,0.29624476,0.49730019,0,0,Hot,0,0.56494921,Cassiopeia,Cas,Cassiopeia,3.2832766,10.806152,0.3753
HD 219134 h,3,108.06152,-6.3565601,6.3565601,,,,2015,19-11-2015,2247,-43,43,3.11,-0.04,0.04,0.06,-0.04,0.04,,,,215,-50,50,2448725,-356,356,476,,,,,,,,Radial Velocity,,,,,HD 219134,348.32074,57.168354,5.57,6.53,0,0,0.11,-0.04,0.04,0.81,-0.03,0.03,0.78,-0.01,0.01,K3 V,11,-2.2,2.2,4699,-16,16,,,4.57,"HD 219134, HIP 114622",,,,,0.14941773,3.115598,2.9234,3.2966,3.1114015,0.027527197,0.024454969,0.031097333,103.70311,100.74806,106.98569,Jovian,0.78,K,23.221384,23 13 16.9820,+57 10 06.0744,0.26576613,0.40918621,1.0018862,0.51829711,0.94987666,0.54869647,0.94987666,0.50036298,0.94987666,1.3919178,0.29624476,0.49730019,0,0,Cold,0,0.098375903,Cassiopeia,Cas,Cassiopeia,12.74405,108.06152,3.11
HD 219415 b,3,317.828,,,,,,2012,18-09-2015,2093.3,-32.7,32.7,3.2,,,0.4,-0.09,0.09,,,,207,-12.3,12.3,2453461.4,-57.7,57.7,19.3,,,,,,,,Radial Velocity,,,,,HD 219415,348.72428,56.730328,8.94,165.97,-0.9,0.9,-0.04,-0.09,0.09,1,-0.1,0.1,2.9,-0.4,0.4,K0 III,,,,4820,-20,20,,,3.51,"HD 219415,",,,,,0.13106412,3.456,1.92,4.48,3.2676388,0.43334441,0.20263608,1.1032409,200.14562,170.93229,261.10338,Jovian,2.9,K,23.248286,23 14 53.8311,+56 43 49.1808,4.0669871,1.592611,3.8791417,2.0172829,3.6777714,2.1352957,3.6777714,1.9474781,3.6777714,5.4450287,0.39123342,0.46133648,1,1,Warm,0,0.32778158,Cassiopeia,Cas,Cassiopeia,13.766628,317.828,3.2
HD 219828 b,3,20.976648,-3.813936,3.813936,,,,2007,27-09-2018,3.83492,-0.00014,0.00014,0.0507,-0.0029,0.0029,0.101,-0.063,0.063,,,,248,-55,55,2461450.8,-0.64,0.64,0.692,,,,,,,,Radial Velocity,,,,,HD 219828,349.69473,18.64572,8.04,73.27,-0.35,0.35,0.18,,,1.18,-0.2,0.2,1.61,-0.1,0.1,G0 IV,5.69,-0.71,0.71,5807,,,,,,"HD 219828, HIP 115100",,,,,0.001189883,0.050958595,0.0455793,0.0558207,0.050764872,1032.6622,847.53403,1271.1957,1441.452,1374.6249,1521.241,Neptunian,1.61,G,23.312983,23 18 46.7403,+18 38 44.5920,2.6408741,1.217436,2.866053,1.5420324,2.7172788,1.6305692,2.7172788,1.4885291,2.7172788,4.387707,2.2532794,0.50509246,0,0,Hot,0,0.15458348,Pegasus,Peg,Winged Horse,4.8526363,20.976648,0.0507
HD 219828 c,3,4640.2888,-731.00441,731.00441,,,,2016,27-09-2018,4682,-99,99,5.79,-0.41,0.41,0.8102,-0.0051,0.0051,,,,145.68,-0.44,0.44,2464180,-114,114,79,,,,,,,,Radial Velocity,,,,,HD 219828,349.69473,18.64572,8.04,73.27,-0.35,0.35,0.18,,,1.18,-0.2,0.2,1.61,-0.1,0.1,G0 IV,5.69,-0.71,0.71,5807,,,,,,"HD 219828, HIP 115100",,,,,0.17350593,7.6903476,1.098942,10.481058,6.4201942,0.13439379,0.024040166,2.1867451,128.17631,100.31809,309.8093,Jovian,1.61,G,23.312983,23 18 46.7403,+18 38 44.5920,2.6408741,1.217436,2.866053,1.5420324,2.7172788,1.6305692,2.7172788,1.4885291,2.7172788,4.387707,2.2532794,0.50509246,0,0,Cold,0,0.19288878,Pegasus,Peg,Winged Horse,12.234777,4640.2888,5.79
HD 220074 b,3,5288.658,-4214.3993,4214.3993,,,,2012,06-09-2018,672.09998,-3.7,3.7,1.6,-0.13,0.13,0.14,-0.05,0.05,,,,,,,,,,4.89,,,,,,,,Radial Velocity,,,,,HD 220074,350.05991,61.970127,6.4,327.41,-6.38,6.38,-0.25,,,2.2,-2.62,2.62,54.92,-8.76,8.76,M2 III,,,,3787,-110,110,,,1.3,"HD 220074, HIP 115218",,,,,0.18437891,1.61568,1.376,1.824,1.6039455,219.27509,167.06338,293.55809,976.74869,915.9362,1054.553,Jovian,54.92,M,23.337328,23 20 14.3818,+61 58 12.4572,555.81585,19.201634,49.120924,24.321784,46.570469,25.776843,46.570469,23.478284,46.570469,63.654518,0.086265468,0.60001028,0,0,Hot,0,0.077731589,Cassiopeia,Cas,Cassiopeia,12.164573,5288.658,1.6
HD 220689 b,3,355.33171,-11.12398,11.12398,,,,2012,27-06-2019,2266.4,-58.77,65.84,3.396,-0.081,0.084,0.054,-0.038,0.061,,,,112.834,-80.118,194.3244,2457532.9,-478.1,772.5,72.3,,,,,,,,Radial Velocity,,,,,HD 220689,351.4708,-20.61603,7.795,46.94,-0.1,0.1,-0.07,-0.1,0.1,1.02,-0.05,0.05,1.07,-0.05,0.05,G3 V,4.586,-2.487,2.487,5921,-26,26,,,4.36,"HD 220689, HIP 115662",,,,,0.22611114,3.4009514,3.212616,3.579384,3.3972393,0.10948011,0.098405611,0.12215713,146.46739,142.69208,150.61721,Jovian,1.07,G,23.431388,23 25 52.9952,-20 36 57.7080,1.2607717,0.83539007,1.9610336,1.0581209,1.8592383,1.1187623,1.8592383,1.0213899,1.8592383,3.0316705,2.6108297,0.46415593,0,0,Cold,0,0.16614438,Aquarius,Aqr,Water Carrier,13.69923,355.33171,3.396
HD 220773 b,3,460.8506,-95.348401,95.348401,,,,2011,31-01-2019,3724.7,-463,463,4.94,-0.2,0.2,0.51,-0.1,0.1,,,,259,-15,15,2453866.4,-95,95,101,,,,,,,,Radial Velocity,,,,,HD 220773,351.61435,8.643845,7.093,49,,,0.09,-0.06,0.06,1.16,,,,,,F9,4.4,,,5940,-100,100,,,4.24,"HD 220773, HIP 115697",,,,,0.17799547,5.582447,2.4206,7.4594,5.116295,0.097017885,0.036600281,0.3475731,134.55201,111.43356,195.61693,Jovian,1.3512288,F,23.440958,23 26 27.4482,+08 38 37.8420,2.0365366,1.0605099,2.4883573,1.3432612,2.3591891,1.4202211,2.3591891,1.2966281,2.3591891,3.8530964,2.8156201,0.48115642,0,0,Cold,0,0.15696791,Pegasus,Peg,Winged Horse,13.54339,460.8506,4.94
HD 220842 b,3,1010.693,-47.6742,47.6742,,,,2016,25-02-2016,218.47,-0.19,0.19,0.74,-0.018,0.018,0.404,-0.009,0.009,,,,-134.9,-1.7,1.7,2456624.8,-0.8,0.8,11.8,,,,,,,,Radial Velocity,,,,,HD 220842,351.65411,56.886528,7.99,62.5,-2.8,2.8,-0.17,-0.02,0.02,1.13,-0.06,0.06,,,,F8,,,,5960,-20,20,,,4.24,"HD 220842, HIP 115714",,,,,0.042505338,0.80038992,0.44104,1.03896,0.75597461,4.014041,1.8627487,10.337035,348.92275,297.63464,456.81873,Jovian,1.3336416,F,23.443609,23 26 36.9918,+56 53 11.5008,2.0107215,1.0524832,2.468357,1.3330937,2.340227,1.4094473,2.340227,1.2868096,2.340227,3.8285977,2.8887053,0.48051905,0,0,Hot,0,0.25922665,Cassiopeia,Cas,Cassiopeia,13.083405,1010.693,0.74
HD 221287 b,3,982.08853,-251.08412,251.08412,,,,2007,14-05-2014,456.1,-5.8,7.7,1.25,-0.04,0.04,0.08,-0.05,0.17,,,,98,-51,92,2453263,-52,99,22.3,,,,,,,,Radial Velocity,,,,,HD 221287,352.83475,-58.209732,7.807,56.01,-0.13,0.13,-0.03,-0.05,0.05,1.25,-0.1,0.1,,,,F7 V,1.3,,,6304,-45,45,,,4.43,"HD 221287, HIP 116084",,,,,0.10614428,1.254,1.15,1.35,1.2510022,1.1540841,0.98626981,1.3591506,263.74345,253.88898,275.08177,Jovian,1.1270804,F,23.522318,23 31 20.3437,-58 12 35.0352,1.7974767,0.97451187,2.2693306,1.2343221,2.1515323,1.3046607,2.1515323,1.1914022,2.1515323,3.6198903,5.3948371,0.40257988,1,1,Warm,0,0.39108807,Tucana,Tuc,Toucan,13.099943,982.08853,1.25
HD 221420 b,3,3082.9316,-317.828,349.6108,,,,2019,09-05-2019,22482,-4100,4200,18.5,-2.3,2.3,0.42,-0.07,0.05,,,,164.4,-6.3,6.9,,,,594,,,,,,,,Radial Velocity,,,,,HD 221420,353.3316,-77.38533,5.81,31.17,-0.04,0.04,0.29,-0.03,0.03,1.67,-0.11,0.11,,,,G2 V,,,,5830,-44,44,,,4.08,"HD 221420, HIP 116250",,,,,1.3166411,20.1317,10.73,26.27,18.933716,0.012661277,0.00569848,0.034156998,82.451159,69.997843,109.5254,Jovian,1.9492078,G,23.555441,23 33 19.5894,-77 23 07.1880,3.9325942,1.4835722,3.4905054,1.8791254,3.3093165,1.9869761,3.3093165,1.8139198,3.3093165,5.3543079,2.6318062,0.54733928,0,0,Cold,0,0.084725022,Octans,Oct,Octant,12.45689,3082.9316,18.5
HD 221585 b,3,511.70308,-44.49592,44.49592,,,,2016,19-05-2016,1173,-16,16,2.306,-0.081,0.081,0.123,-0.069,0.069,,,,-6.8,-28,28,2455050,-93,93,41.2,,,,,,,,Radial Velocity,,,,,HD 221585,353.22519,63.155483,7.465,55.94,-0.1,0.1,0.29,-0.02,0.02,1.19,-0.12,0.12,,,,G8 IV,6.2,-0.5,0.5,5620,-27,27,,,4.05,"HD 221585, HIP 116221",,,,,0.15268667,2.3234437,2.022362,2.589638,2.3103831,0.49132899,0.38663623,0.63396149,212.6905,200.89566,227.33203,Jovian,1.7032303,G,23.548347,23 32 54.0498,+63 09 19.7388,2.5928696,1.2198343,2.8866078,1.5450779,2.7367663,1.6340703,2.7367663,1.4915092,2.7367663,4.3476453,1.6387497,0.51381381,1,1,Warm,0,0.34456389,Cassiopeia,Cas,Cassiopeia,13.48116,511.70308,2.306
HD 222076 b,3,495.81168,-34.96108,34.96108,,,,2016,01-12-2016,871,-19,19,1.83,-0.03,0.03,0.08,-0.05,0.05,,,,241,-60,60,2454264,-189,189,20,,,,,,,,Radial Velocity,,,,,HD 222076,354.53311,-70.903358,7.459,91.39,-0.18,0.18,0.05,-0.1,0.1,1.07,-0.25,0.25,4.1,-0.6,0.6,K0 III,,,,4806,-100,100,,,3.31,"HD 222076, HIP 116630",,,,,0.13031721,1.835856,1.6836,1.9764,1.8314673,2.4070408,2.0570353,2.8347423,316.95178,305.10923,330.57751,Jovian,4.1,K,23.635542,23 38 07.9513,-70 54 12.0888,8.0351026,2.2399157,5.4590368,2.8371929,5.1756522,3.0032205,5.1756522,2.7390173,5.1756522,7.6534894,0.39064735,0.47185916,0,0,Hot,0,0.32408811,Tucana,Tuc,Toucan,13.499887,495.81168,1.83
HD 222155 b,3,673.79537,-158.914,158.914,,,,2011,06-09-2018,3999,-500,500,5.14,-0.46,0.46,0.16,-0.22,0.22,,,,,,,,,,101,,,,,,,,Radial Velocity,,,,,HD 222155,354.50128,48.996521,7.114,50.68,-0.08,0.08,-0.18,,,1.21,-0.1,0.1,1.85,-0.04,0.04,G2 V,,,,5701,-44,44,,,3.99,"HD 222155, HIP 116616",,,,,0.35531087,5.205792,4.3176,5.9624,5.1565882,0.12420566,0.091115875,0.17376066,150.51256,139.97273,164.48745,Jovian,1.85,G,23.63342,23 38 00.3121,+48 59 47.4756,3.2391888,1.3569049,3.2035376,1.7186918,3.0372448,1.8175462,3.0372448,1.6590849,3.0372448,4.8593917,1.8939172,0.49160118,0,0,Cold,0,0.17931363,Andromeda,And,Andromeda,13.318914,673.79537,5.14
HD 222582 b,3,2660.2204,-127.1312,127.1312,,,,1999,06-09-2018,572.38,-0.61,0.61,1.34,-0.02,0.02,0.73,-0.01,0.01,,,,,,,,,,31.8,,,,,,,,Radial Velocity,,,,,HD 222582,355.46472,-5.985757,7.68,42.21,-0.11,0.11,0.01,,,1.12,-0.06,0.06,1.13,-0.02,0.02,G5 V,,,,5790,-14,14,,,4.38,"HD 222582, HIP 116906",,,,,0.048285898,1.697043,0.3618,2.3182,1.4506162,1.0477201,0.23925333,9.8225142,225.24678,178.18019,451.02496,Jovian,1.13,G,23.697649,23 41 51.5377,-05 59 08.7252,1.2857596,0.85034879,2.0027591,1.0770718,1.8987977,1.1389298,1.8987977,1.0397037,1.8987977,3.0615663,2.1506828,0.47909739,1,1,Warm,0,0.39713063,Aquarius,Aqr,Water Carrier,12.537983,2660.2204,1.34
HD 224538 b,3,1897.4332,-133.48776,133.48776,,,,2016,10-11-2016,1189.1,-5.1,5.1,2.28,-0.08,0.08,0.464,-0.022,0.022,,,,22.92,-1.72,1.72,,,,28.8,,,,,,,,Radial Velocity,,,,,HD 224538,359.71567,-61.586773,8.06,79.24,-0.18,0.18,0.27,-0.1,0.1,1.34,-0.05,0.05,1.54,-0.06,0.06,F9 IV/V,2,-3,3,6097,-100,100,,,4.19,"HD 224538, HIP 118228",,,,,0.13726888,2.5254374,1.22208,3.33792,2.3461955,0.63763514,0.26353786,1.9660547,217.72662,182.539,301.67812,Jovian,1.54,F,23.981046,23 58 51.7648,-61 35 12.3828,2.9362624,1.2612611,2.9489678,1.5975293,2.7958899,1.6888378,2.7958899,1.5420307,2.7958899,4.626592,3.8689832,0.44268836,1,1,Warm,0,0.37599226,Tucana,Tuc,Toucan,12.725789,1897.4332,2.28
HD 224693 b,3,222.4796,-38.13936,38.13936,,,,2006,27-09-2018,26.6904,-0.0019,0.0019,0.191,-0.014,0.014,0.104,-0.017,0.017,,,,358,-10,10,2463193.8,-0.77,0.77,2.04,,,,,,,,Radial Velocity,,,,,HD 224693,359.9743,-22.428114,8.23,93.75,-0.51,0.51,0.27,,,1.31,-0.29,0.29,1.93,-0.18,0.18,G2 V,4.12,-0.67,0.67,5894,,,,,,"HD 224693, HIP 118319",,,,,0.009479808,0.19203293,0.171136,0.210864,0.19125916,111.00397,90.581375,137.51847,825.26749,785.96759,872.4392,Jovian,1.93,G,23.998288,23 59 53.8375,-22 25 41.2104,4.0275764,1.4955678,3.5130745,1.894316,3.3307142,2.0029266,3.3307142,1.8285654,3.3307142,5.4185822,2.7092998,0.4956002,0,0,Hot,0,0.073858537,Cetus,Cet,Whale,13.984382,222.4796,0.191
HD 22781 b,3,4338.3522,-308.29316,308.29316,,,,2011,31-01-2019,528.07,-0.14,0.14,1.167,-0.039,0.039,0.8191,-0.0023,0.0023,,,,315.92,-0.56,0.56,2454881.4,-0.12,0.12,35.8,,,,,,,,Radial Velocity,,,,,HD 22781,55.206356,31.82629,8.766,32.63,-0.11,0.11,-0.37,-0.12,0.12,0.75,-0.03,0.03,,,,K1,4.8,-4.2,4.1,5027,-50,50,,,4.6,"HD 22781, HIP 17187",,,,,0.037906687,1.5584846,0.2111103,2.1228897,1.2979688,0.37739485,0.06542299,6.6155568,164.78175,128.84795,408.58885,Jovian,0.71784475,K,3.6804239,03 40 49.5261,+31 49 34.6440,0.29483922,0.4247548,1.0258592,0.53801438,0.97260664,0.56935328,0.97260664,0.51939275,0.97260664,1.4660757,0.50726642,0.42213575,0,0,Cold,0,0.31969763,Perseus,Per,Perseus,12.271051,4338.3522,1.167
HD 23079 b,3,829.53109,-34.96108,34.96108,,,,2001,06-09-2018,730.59998,-5.7,5.7,1.6,-0.03,0.03,0.1,-0.03,0.03,,,,,,,,,,47.8,,,,,,,,Radial Velocity,,,,,HD 23079,54.929562,-52.915836,7.12,33.49,-0.03,0.03,-0.13,,,1.12,-0.06,0.06,1.07,-0.01,0.01,F8/G0 V,,,,5974,-10,10,,,4.43,"HD 23079, HIP 17096",,,,,0.13032245,1.608,1.44,1.76,1.6020067,0.51293167,0.42178559,0.63007477,215.19988,205.31366,226.98279,Jovian,1.07,F,3.661971,03 39 43.0956,-52 54 57.0096,1.306523,0.84767027,1.9873658,1.0736736,1.8842036,1.1351554,1.8842036,1.0363941,1.8842036,3.0861875,2.9502721,0.47909739,1,1,Warm,0,0.35125129,Reticulum,Ret,Net,13.197614,829.53109,1.6
HD 23127 b,3,485.32336,-12.077464,11.759636,,,,2006,27-06-2019,1211.17,-8.91,11.11,2.37,-0.032,0.032,0.406,-0.09,0.083,,,,181.829,-16.507,17.296,2457266.6,-43.5,62.1,25.2,,,,,,,,Radial Velocity,,,,,HD 23127,54.848495,-60.077843,8.576,94.11,-0.21,0.21,0.29,-0.03,0.03,1.21,-0.04,0.04,1.49,-0.1,0.1,G2 V,4.508,-0.788,0.788,5843,-52,52,,,4.15,"HD 23127, HIP 17054",,,,,0.10384891,2.5653307,1.40778,3.33222,2.4217002,0.45167094,0.20880332,1.1698634,202.01607,172.21828,264.95901,Jovian,1.49,G,3.6565665,03 39 23.6395,-60 04 40.2348,2.3184873,1.1382298,2.6771041,1.4417066,2.5381382,1.5244346,2.5381382,1.3916767,2.5381382,4.1111766,2.4171842,0.4899487,1,1,Warm,0,0.33440115,Reticulum,Ret,Net,13.512592,485.32336,2.37
